id_cliente,tipo_contacto,mes,dia_semana,contactos_campana,dias_desde_contacto_previo,contactos_previos,resultado_previo,variacion_empleo,indice_precios,confianza_consumidor,euribor_3m,numero_empleados,acepta_deposito,edad,ocupacion,estado_civil,educacion,incumplimiento_credito,credito_vivienda,prestamo_personal
CLI004513,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,44,blue-collar,divorced,basic.6y,Desconocido,Sí,No
CLI004514,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,46,services,married,high.school,No,,No
CLI004515,cellular,nov,thu,1,7,2,success,-3.4,92.649,-30.1,0.714,5017.5,Sí,34,admin.,single,university.degree,No,No,No
CLI004516,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,No,57,unemployed,married,basic.9y,No,Sí,No
CLI004517,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,50,admin.,married,university.degree,No,Sí,No
CLI004518,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,No,37,management,divorced,university.degree,No,Sí,No
CLI004519,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,27,services,single,high.school,No,No,No
CLI004521,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,38,technician,married,university.degree,No,Sí,No
CLI004522,telephone,jun,thu,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,46,admin.,divorced,university.degree,No,Sí,No
CLI004523,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,No,35,admin.,married,high.school,No,Sí,Sí
CLI004524,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No,37,admin.,married,university.degree,Desconocido,Sí,No
CLI004525,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,38,management,married,university.degree,No,,No
CLI004526,cellular,mar,wed,2,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,No,88,retired,divorced,basic.4y,No,Sí,Sí
CLI004527,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,60,retired,divorced,basic.4y,Desconocido,Sí,No
CLI004528,cellular,nov,tue,2,999,2,failure,-3.4,92.649,-30.1,0.72,5017.5,No,40,admin.,divorced,university.degree,No,No,No
CLI004529,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,No,37,technician,single,professional.course,No,Sí,No
CLI004530,cellular,jul,wed,13,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,24,admin.,married,university.degree,No,Sí,Sí
CLI004531,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No,24,technician,single,basic.6y,No,No,No
CLI004532,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,36,technician,married,professional.course,No,No,No
CLI004533,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,No,44,blue-collar,married,basic.6y,No,Sí,No
CLI004534,cellular,may,tue,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,No,36,admin.,married,high.school,No,Sí,
CLI004535,telephone,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Sí,32,blue-collar,divorced,basic.9y,No,Sí,No
CLI004536,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,45,admin.,married,university.degree,No,Sí,No
CLI004537,telephone,nov,fri,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,No,63,retired,married,Desconocido,No,No,No
CLI004538,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,No,42,services,married,professional.course,No,No,No
CLI004539,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,26,entrepreneur,married,professional.course,No,Sí,No
CLI004540,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,52,technician,married,professional.course,Desconocido,No,No
CLI004541,telephone,nov,mon,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,No,42,entrepreneur,married,high.school,No,Sí,No
CLI004542,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,No,49,technician,married,basic.4y,No,No,No
CLI004543,telephone,jun,thu,31,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,No,35,technician,married,professional.course,No,Sí,No
CLI004544,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,No,41,admin.,single,high.school,No,No,No
CLI004545,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No,30,services,single,high.school,No,Sí,No
CLI004546,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,39,blue-collar,married,basic.6y,No,Sí,No
CLI004547,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No,34,services,single,basic.6y,No,Sí,No
CLI004548,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,57,admin.,married,professional.course,No,Sí,No
CLI004549,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,32,unemployed,married,university.degree,No,Sí,No
CLI004550,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,No,42,technician,divorced,professional.course,No,No,No
CLI004551,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.099,5076.2,Sí,33,housemaid,married,university.degree,No,No,No
CLI004552,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,51,admin.,married,university.degree,No,No,No
CLI004553,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,48,housemaid,divorced,basic.4y,Desconocido,No,Sí
CLI004554,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,42,admin.,single,high.school,No,Sí,No
CLI004555,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No,28,services,single,high.school,No,No,No
CLI004556,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,No,50,admin.,married,basic.9y,No,Sí,No
CLI004557,telephone,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No,37,technician,single,professional.course,No,No,No
CLI004558,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,34,admin.,married,high.school,No,No,No
CLI004559,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,59,admin.,married,professional.course,No,No,No
CLI004560,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,44,admin.,married,high.school,No,Sí,No
CLI004561,cellular,jun,wed,3,3,2,success,-2.9,92.963,-40.8,1.244,5076.2,Sí,29,unemployed,single,basic.4y,No,No,Sí
CLI004562,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,No,37,services,single,high.school,No,Sí,No
CLI004563,cellular,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,35,blue-collar,single,basic.9y,No,Sí,No
CLI004564,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,40,technician,single,professional.course,No,No,No
CLI004565,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,42,technician,single,basic.9y,No,No,No
CLI004566,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,No,44,admin.,married,high.school,No,Sí,No
CLI004567,telephone,may,wed,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,No,26,student,single,high.school,No,Sí,Sí
CLI004568,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,No,34,admin.,married,university.degree,No,Sí,No
CLI004569,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,52,services,married,high.school,Desconocido,Sí,Sí
CLI004570,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,No,30,admin.,married,basic.6y,No,Sí,No
CLI004571,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,33,blue-collar,divorced,basic.6y,Desconocido,Sí,No
CLI004572,telephone,jul,thu,3,999,1,failure,-1.7,94.215,-40.3,0.899,4991.6,Sí,34,admin.,divorced,,No,Sí,No
CLI004573,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,33,unemployed,married,basic.9y,No,Sí,No
CLI004574,telephone,may,mon,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,51,admin.,single,university.degree,No,No,No
CLI004575,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No,25,admin.,single,university.degree,No,Sí,No
CLI004576,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,33,services,married,high.school,No,No,No
CLI004577,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,No,39,blue-collar,married,basic.9y,No,Sí,No
CLI004578,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,29,technician,single,high.school,No,Sí,No
CLI004579,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,35,services,married,basic.6y,No,Sí,No
CLI004581,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,No,41,blue-collar,married,basic.4y,Desconocido,No,No
CLI004582,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,50,blue-collar,married,basic.4y,No,No,No
CLI004583,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,No,61,blue-collar,married,basic.4y,No,No,No
CLI004584,telephone,may,tue,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,27,blue-collar,married,basic.4y,Desconocido,No,No
CLI004585,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No,33,technician,single,professional.course,No,No,No
CLI004586,cellular,aug,fri,1,999,1,failure,-2.9,92.201,-31.4,0.849,5076.2,No,64,retired,married,university.degree,No,No,No
CLI004587,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,37,technician,single,professional.course,No,No,No
CLI004588,cellular,mar,fri,2,999,1,failure,-1.8,93.369,-34.8,0.649,5008.7,No,33,admin.,married,university.degree,No,No,No
CLI004589,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,52,admin.,divorced,university.degree,Desconocido,No,No
CLI004590,cellular,may,fri,4,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,No,33,blue-collar,married,basic.6y,Desconocido,Sí,Sí
CLI004591,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,No,38,management,married,university.degree,No,Sí,No
CLI004592,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,38,admin.,married,university.degree,No,No,No
CLI004593,telephone,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No,26,technician,single,professional.course,No,Sí,No
CLI004594,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,No,32,technician,married,university.degree,No,Sí,No
CLI004595,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,27,admin.,married,university.degree,No,Desconocido,Desconocido
CLI004596,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,42,technician,single,basic.9y,No,Sí,No
CLI004597,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.215,5076.2,No,55,blue-collar,married,basic.9y,No,No,No
CLI004598,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,Sí,52,retired,married,basic.4y,No,No,No
CLI004599,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,No,49,admin.,single,university.degree,No,No,No
CLI004600,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,46,admin.,single,university.degree,No,No,No
CLI004601,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,53,blue-collar,married,basic.9y,No,No,Sí
CLI004602,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,29,services,married,high.school,No,Sí,Sí
CLI004603,cellular,apr,tue,2,999,2,failure,-1.8,93.075,-47.1,1.423,5099.1,No,31,blue-collar,single,Desconocido,No,No,No
CLI004604,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,54,admin.,divorced,university.degree,No,,Sí
CLI004605,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,47,housemaid,married,basic.4y,Desconocido,No,No
CLI004606,cellular,nov,mon,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,No,36,unemployed,divorced,high.school,No,No,No
CLI004607,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No,51,services,divorced,basic.6y,No,No,Sí
CLI004608,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,28,blue-collar,married,basic.6y,No,No,No
CLI004609,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No,27,blue-collar,single,basic.4y,No,No,Sí
CLI004610,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,48,technician,married,high.school,No,No,No
CLI004611,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,Sí,37,blue-collar,married,high.school,No,No,No
CLI004612,cellular,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.56,5099.1,No,27,unemployed,single,university.degree,No,Sí,No
CLI004613,cellular,may,thu,9,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,Sí,24,management,single,university.degree,No,Sí,No
CLI004614,cellular,mar,wed,2,999,0,nonexistent,-1.8,92.843,-50.0,1.548,5099.1,Sí,28,admin.,single,university.degree,No,No,No
CLI004615,telephone,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,No,37,blue-collar,married,basic.9y,Desconocido,No,No
CLI004616,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,50,technician,married,,Desconocido,Sí,No
CLI004617,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,No,58,blue-collar,married,basic.4y,Desconocido,,Sí
CLI004618,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No,46,housemaid,divorced,basic.6y,No,Sí,No
CLI004619,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,No,48,blue-collar,married,basic.4y,No,Sí,No
CLI004620,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,53,admin.,married,university.degree,No,Sí,Sí
CLI004621,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,26,admin.,single,high.school,No,No,No
CLI004622,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,39,admin.,single,high.school,Desconocido,No,No
CLI004623,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No,32,admin.,single,university.degree,No,No,Sí
CLI004624,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,3.901,5195.8,No,38,technician,married,professional.course,No,Sí,Sí
CLI004625,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,35,services,divorced,professional.course,No,Sí,Sí
CLI004626,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No,36,technician,married,university.degree,No,Sí,No
CLI004627,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,47,entrepreneur,married,university.degree,No,Sí,No
CLI004628,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,No,37,services,single,professional.course,No,No,No
CLI004629,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,No,28,technician,single,university.degree,No,No,No
CLI004630,cellular,jun,wed,2,6,2,success,-1.7,94.055,-39.8,0.715,4991.6,Sí,28,services,married,high.school,No,No,Sí
CLI004631,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No,41,technician,married,university.degree,No,No,Sí
CLI004632,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No,43,entrepreneur,married,high.school,Desconocido,No,Sí
CLI004633,cellular,nov,wed,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,Sí,20,student,single,high.school,No,No,No
CLI004634,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,30,services,married,high.school,Desconocido,Sí,Sí
CLI004635,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No,42,blue-collar,married,basic.4y,No,No,No
CLI004636,cellular,jul,tue,2,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,No,44,technician,single,professional.course,No,Sí,No
CLI004637,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,45,admin.,divorced,basic.9y,Desconocido,No,No
CLI004638,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,55,retired,married,basic.9y,No,Sí,No
CLI004639,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,51,self-employed,married,professional.course,Desconocido,Sí,Sí
CLI004640,telephone,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No,34,blue-collar,married,basic.9y,No,Sí,Sí
CLI004641,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,No,34,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI004642,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,48,technician,married,professional.course,No,Sí,No
CLI004643,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Sí,41,technician,married,professional.course,No,No,No
CLI004644,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,28,blue-collar,single,high.school,No,No,No
CLI004645,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,54,blue-collar,divorced,basic.4y,Desconocido,No,No
CLI004646,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,31,admin.,married,high.school,No,Sí,No
CLI004647,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,No,36,blue-collar,married,basic.4y,No,No,No
CLI004648,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,57,housemaid,married,basic.6y,Desconocido,No,No
CLI004649,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,32,blue-collar,married,basic.4y,Desconocido,No,No
CLI004650,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,35,blue-collar,married,Desconocido,No,No,No
CLI004651,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,No,40,services,married,Desconocido,Desconocido,No,No
CLI004652,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No,32,technician,single,university.degree,No,No,No
CLI004653,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,35,blue-collar,divorced,basic.9y,No,No,Sí
CLI004654,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,56,retired,married,university.degree,Desconocido,No,No
CLI004655,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,No,34,services,single,professional.course,Desconocido,Sí,No
CLI004656,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Sí,32,unemployed,married,high.school,No,Sí,No
CLI004657,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,45,blue-collar,married,basic.9y,No,Sí,No
CLI004658,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,39,blue-collar,married,basic.9y,Desconocido,No,No
CLI004659,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,26,blue-collar,single,high.school,No,Sí,No
CLI004660,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,49,blue-collar,married,basic.4y,Desconocido,No,No
CLI004661,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,45,admin.,married,high.school,No,No,No
CLI004662,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,No,40,admin.,married,high.school,No,No,Sí
CLI004663,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,No,32,admin.,single,high.school,No,Sí,Sí
CLI004664,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,28,admin.,married,university.degree,No,Sí,No
CLI004665,cellular,jul,thu,17,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No,26,blue-collar,single,basic.9y,No,Sí,No
CLI004666,telephone,oct,tue,1,999,1,failure,-0.1,93.798,-40.4,4.968,5195.8,No,38,blue-collar,single,Desconocido,No,Sí,No
CLI004667,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,53,management,married,university.degree,No,No,No
CLI004668,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No,39,services,married,high.school,No,No,No
CLI004669,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,35,technician,single,professional.course,No,Sí,No
CLI004670,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No,29,technician,married,university.degree,No,No,No
CLI004671,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,No,28,blue-collar,married,basic.9y,No,No,No
CLI004672,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,No,34,blue-collar,married,basic.4y,No,Sí,No
CLI004673,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No,37,admin.,married,university.degree,No,Sí,No
CLI004674,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No,29,services,single,university.degree,No,Sí,No
CLI004675,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,No,33,blue-collar,married,basic.6y,No,Sí,No
CLI004676,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No,29,admin.,married,high.school,No,No,No
CLI004677,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No,31,admin.,married,high.school,Desconocido,Sí,No
CLI004678,telephone,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,No,36,admin.,divorced,high.school,No,Sí,No
CLI004679,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,No,29,blue-collar,married,basic.9y,No,No,No
CLI004680,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No,36,admin.,single,university.degree,No,No,Sí
CLI004681,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,No,62,management,married,university.degree,No,Sí,Sí
CLI004682,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No,35,entrepreneur,married,university.degree,No,Sí,Sí
CLI004683,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No,33,unemployed,married,university.degree,No,No,No
CLI004684,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No,35,services,single,,Desconocido,Sí,Sí
CLI004685,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,No,55,technician,Desconocido,Desconocido,Desconocido,No,No
CLI004686,cellular,apr,fri,1,6,1,success,-1.8,93.749,-34.6,0.663,5008.7,Sí,36,blue-collar,married,Desconocido,No,No,No
CLI004687,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No,39,management,married,Desconocido,No,No,No
CLI004688,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No,39,admin.,single,high.school,No,Desconocido,Desconocido
CLI004689,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No,34,technician,married,high.school,No,No,No
CLI004690,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No,28,blue-collar,married,basic.6y,No,Sí,Sí
CLI004691,cellular,jul,fri,12,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No,26,services,married,high.school,No,Sí,No
CLI004692,cellular,aug,wed,1,0,2,success,-1.7,94.027,-38.3,0.9,4991.6,Sí,48,admin.,single,university.degree,No,Sí,No
CLI004693,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,No,33,admin.,married,university.degree,No,No,Sí
CLI004694,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,No,45,technician,single,professional.course,Desconocido,Sí,No
CLI004695,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,Sí,32,admin.,single,university.degree,No,Sí,No
CLI004696,telephone,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,No,51,management,married,university.degree,No,No,Sí
CLI004697,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,No,28,admin.,married,high.school,No,No,No
CLI004698,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,No,38,blue-collar,married,basic.9y,Desconocido,No,No
CLI004700,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No,36,self-employed,single,university.degree,No,No,No
CLI004701,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No,27,technician,married,professional.course,No,No,No
CLI004702,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,No,40,management,married,basic.9y,No,Sí,Sí
CLI004703,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,No,48,Desconocido,married,Desconocido,No,Sí,No
CLI004704,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,No,47,management,married,university.degree,No,No,No
