id_cliente,edad,ocupacion,estado_civil,educacion,incumplimiento_credito,credito_vivienda,prestamo_personal
CLI003581,39,services,married,basic.9y,No,Sí,No
CLI003582,43,management,married,basic.9y,No,No,No
CLI003583,44,blue-collar,divorced,basic.4y,No,No,No
CLI003584,60,retired,married,professional.course,No,No,No
CLI003585,26,admin.,married,high.school,No,No,No
CLI003586,32,admin.,married,university.degree,No,No,No
CLI003587,46,admin.,divorced,university.degree,No,No,No
CLI003588,31,admin.,single,university.degree,No,Sí,No
CLI003589,45,blue-collar,married,basic.9y,Desconocido,No,No
CLI003590,39,housemaid,married,basic.4y,No,Sí,No
CLI003591,37,admin.,single,university.degree,No,,No
CLI003592,41,management,married,university.degree,Desconocido,Sí,No
CLI003593,42,services,married,high.school,No,Sí,No
CLI003594,39,management,single,university.degree,No,Sí,No
CLI003595,30,technician,single,university.degree,No,Sí,No
CLI003596,39,admin.,married,university.degree,No,No,No
CLI003597,57,blue-collar,married,basic.4y,No,Sí,No
CLI003598,33,admin.,married,,No,No,Sí
CLI003599,31,entrepreneur,single,university.degree,No,Sí,No
CLI003600,32,management,single,university.degree,No,No,No
CLI003601,33,services,married,high.school,No,No,No
CLI003602,48,blue-collar,married,high.school,Desconocido,,No
CLI003603,52,management,married,university.degree,No,Sí,No
CLI003604,25,services,married,high.school,No,No,No
CLI003605,24,blue-collar,single,basic.9y,No,No,No
CLI003606,30,admin.,single,university.degree,No,Sí,No
CLI003607,32,admin.,married,university.degree,No,No,No
CLI003608,47,services,married,high.school,No,Sí,No
CLI003609,41,entrepreneur,married,university.degree,No,Sí,No
CLI003610,24,blue-collar,single,basic.4y,No,Sí,Sí
CLI003611,28,technician,single,professional.course,No,Sí,No
CLI003612,29,student,married,high.school,No,No,Sí
CLI003613,28,entrepreneur,single,professional.course,No,Sí,No
CLI003614,60,management,married,,Desconocido,No,No
CLI003615,22,student,single,high.school,No,No,No
CLI003616,49,technician,married,basic.6y,Desconocido,No,No
CLI003617,36,blue-collar,married,Desconocido,No,No,No
CLI003618,34,blue-collar,married,basic.4y,No,No,No
CLI003619,24,blue-collar,married,basic.9y,No,No,No
CLI003620,42,technician,married,university.degree,No,No,No
CLI003621,40,services,married,high.school,No,No,Sí
CLI003622,44,blue-collar,single,basic.9y,No,Sí,No
CLI003623,25,admin.,single,high.school,No,Sí,Sí
CLI003624,38,unemployed,married,basic.4y,Desconocido,No,No
CLI003625,58,technician,married,professional.course,Desconocido,Sí,No
CLI003626,50,admin.,married,basic.6y,No,Sí,No
CLI003627,50,housemaid,married,basic.4y,Desconocido,Desconocido,Desconocido
CLI003628,28,services,single,high.school,No,Desconocido,Desconocido
CLI003629,43,technician,married,university.degree,Desconocido,Desconocido,Desconocido
CLI003630,59,management,married,basic.4y,Desconocido,Sí,Sí
CLI003631,37,admin.,single,university.degree,No,Sí,No
CLI003632,36,technician,married,professional.course,No,Sí,No
CLI003633,38,unemployed,married,professional.course,No,No,No
CLI003634,55,blue-collar,married,basic.9y,No,No,No
CLI003635,39,technician,married,professional.course,No,No,No
CLI003636,21,student,single,university.degree,No,No,No
CLI003637,24,student,single,basic.9y,No,Sí,No
CLI003638,36,unemployed,married,basic.9y,No,No,No
CLI003639,32,admin.,single,university.degree,No,No,No
CLI003640,31,technician,single,high.school,No,Sí,No
CLI003641,58,blue-collar,married,high.school,No,Sí,No
CLI003642,31,admin.,single,university.degree,No,Sí,No
CLI003643,53,management,married,university.degree,No,,Sí
CLI003644,45,blue-collar,single,basic.9y,No,No,No
CLI003645,40,technician,married,professional.course,Desconocido,Sí,No
CLI003646,51,housemaid,divorced,high.school,No,Sí,No
CLI003647,51,technician,married,professional.course,No,Sí,No
CLI003648,45,unemployed,married,basic.9y,No,Sí,No
CLI003649,32,admin.,single,university.degree,No,Sí,No
CLI003650,47,housemaid,married,basic.9y,No,Sí,No
CLI003651,57,technician,married,high.school,No,Sí,No
CLI003652,49,admin.,married,basic.9y,Desconocido,No,Sí
CLI003653,26,unemployed,single,university.degree,No,Sí,No
CLI003654,59,blue-collar,married,basic.9y,Desconocido,No,No
CLI003655,43,entrepreneur,married,basic.9y,No,Sí,No
CLI003656,60,retired,married,high.school,No,No,No
CLI003657,56,entrepreneur,married,university.degree,No,No,No
CLI003658,24,management,single,university.degree,No,No,Sí
CLI003659,52,management,divorced,university.degree,No,Sí,No
CLI003660,45,technician,married,basic.9y,Desconocido,No,No
CLI003661,27,services,single,high.school,No,No,Sí
CLI003662,42,entrepreneur,married,university.degree,Desconocido,No,No
CLI003663,26,technician,single,professional.course,No,No,No
CLI003664,58,blue-collar,married,basic.9y,No,No,No
CLI003665,33,blue-collar,married,high.school,No,Sí,No
CLI003666,50,management,married,basic.4y,No,Sí,No
CLI003667,34,blue-collar,married,professional.course,No,Sí,No
CLI003668,25,student,single,high.school,No,Sí,No
CLI003669,36,blue-collar,single,university.degree,No,Sí,No
CLI003670,48,blue-collar,married,basic.4y,Desconocido,No,No
CLI003671,35,technician,single,university.degree,No,Sí,No
CLI003672,40,technician,single,professional.course,No,Sí,No
CLI003673,35,management,married,university.degree,No,Sí,No
CLI003674,42,entrepreneur,married,university.degree,No,No,No
CLI003675,58,management,married,university.degree,No,No,Sí
CLI003676,29,blue-collar,single,high.school,No,Sí,No
CLI003677,30,unemployed,single,high.school,No,No,No
CLI003678,39,management,married,university.degree,No,Sí,No
CLI003679,51,housemaid,married,high.school,Desconocido,Sí,Sí
CLI003680,29,admin.,single,university.degree,No,Sí,No
CLI003681,53,management,married,basic.9y,Desconocido,Sí,Sí
CLI003682,60,admin.,single,university.degree,No,Sí,Sí
CLI003683,32,admin.,single,high.school,No,No,No
CLI003684,56,management,divorced,university.degree,Desconocido,No,No
CLI003685,39,blue-collar,married,basic.6y,No,No,No
CLI003686,48,blue-collar,married,basic.9y,No,Sí,No
CLI003687,25,admin.,single,university.degree,No,No,No
CLI003688,61,retired,married,basic.9y,No,Sí,No
CLI003689,54,technician,married,professional.course,Desconocido,No,Sí
CLI003690,72,retired,married,professional.course,No,No,No
CLI003691,31,blue-collar,married,basic.9y,No,Sí,No
CLI003692,32,admin.,married,university.degree,No,No,No
CLI003693,57,housemaid,divorced,basic.4y,No,Sí,No
CLI003694,27,blue-collar,single,basic.6y,No,No,Sí
CLI003695,46,admin.,single,high.school,No,No,No
CLI003696,40,blue-collar,single,basic.9y,No,Desconocido,Desconocido
CLI003697,32,technician,married,professional.course,No,No,No
CLI003698,32,services,divorced,,Desconocido,Sí,No
CLI003699,27,blue-collar,married,basic.9y,No,No,No
CLI003700,30,admin.,single,university.degree,No,No,No
CLI003701,29,admin.,single,university.degree,No,Sí,No
CLI003702,37,admin.,married,university.degree,No,No,Sí
CLI003703,40,technician,married,professional.course,No,Sí,No
CLI003704,25,admin.,single,,No,Sí,No
CLI003705,34,blue-collar,married,basic.9y,No,No,No
CLI003706,32,self-employed,married,high.school,No,Sí,No
CLI003707,29,services,married,basic.6y,No,No,Sí
CLI003708,46,housemaid,married,basic.4y,No,No,No
CLI003709,39,admin.,single,high.school,No,No,Sí
CLI003710,69,retired,married,high.school,No,No,No
CLI003711,56,blue-collar,married,basic.9y,Desconocido,No,No
CLI003712,56,retired,married,basic.4y,No,No,No
CLI003713,31,unemployed,married,professional.course,No,Sí,No
CLI003714,56,blue-collar,married,basic.9y,No,Sí,No
CLI003715,24,blue-collar,single,basic.9y,No,No,Sí
CLI003716,32,admin.,single,university.degree,No,No,No
CLI003717,40,unemployed,divorced,high.school,No,No,Sí
CLI003718,36,services,married,high.school,No,Sí,No
CLI003719,56,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI003720,34,admin.,married,university.degree,No,Sí,No
CLI003721,25,student,single,high.school,No,No,No
CLI003722,32,blue-collar,single,university.degree,No,Sí,Sí
CLI003723,40,services,married,high.school,No,Sí,No
CLI003724,41,admin.,divorced,university.degree,No,Sí,No
CLI003725,29,student,single,university.degree,No,Sí,No
CLI003726,53,housemaid,married,basic.4y,Desconocido,Sí,No
CLI003727,33,admin.,single,university.degree,No,Sí,No
CLI003728,40,services,single,high.school,No,No,No
CLI003729,46,admin.,divorced,university.degree,No,Sí,No
CLI003730,28,services,married,high.school,No,Sí,No
CLI003731,33,blue-collar,married,high.school,No,Sí,No
CLI003732,56,admin.,divorced,Desconocido,Desconocido,Sí,Sí
CLI003733,29,admin.,married,high.school,No,Sí,No
CLI003734,28,unemployed,single,basic.4y,No,Sí,No
CLI003735,52,services,married,high.school,Desconocido,No,No
CLI003736,38,technician,single,professional.course,No,No,No
CLI003737,56,blue-collar,married,basic.4y,Desconocido,,No
CLI003738,33,technician,married,university.degree,No,Sí,No
CLI003739,41,services,single,high.school,No,Sí,No
CLI003740,33,entrepreneur,married,basic.6y,No,Sí,No
CLI003741,32,admin.,single,university.degree,No,No,No
CLI003742,45,services,married,high.school,Desconocido,Sí,No
CLI003743,32,admin.,married,university.degree,No,No,No
CLI003744,34,admin.,divorced,university.degree,No,Sí,No
CLI003745,31,technician,married,professional.course,No,Sí,No
CLI003746,31,admin.,married,university.degree,No,No,No
CLI003747,29,blue-collar,single,basic.9y,No,Sí,No
CLI003748,20,student,single,high.school,No,Sí,Sí
CLI003749,53,management,divorced,university.degree,No,Sí,No
CLI003750,45,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI003751,32,admin.,married,university.degree,No,No,No
CLI003752,41,management,married,Desconocido,Desconocido,No,Sí
CLI003753,73,retired,married,professional.course,No,Sí,No
CLI003754,32,services,married,high.school,Desconocido,Sí,No
CLI003755,37,blue-collar,married,basic.9y,No,No,No
CLI003756,45,management,married,basic.9y,No,Sí,Sí
CLI003757,52,technician,married,basic.9y,No,Sí,Sí
CLI003758,29,admin.,single,university.degree,No,Sí,No
CLI003759,56,admin.,married,university.degree,No,No,No
CLI003760,42,admin.,married,professional.course,Desconocido,Sí,Sí
CLI003761,41,blue-collar,married,,No,No,No
CLI003762,36,blue-collar,married,basic.9y,No,No,No
CLI003763,35,admin.,divorced,high.school,No,Sí,Sí
CLI003764,30,technician,married,professional.course,No,No,No
CLI003765,50,blue-collar,married,basic.9y,No,Sí,No
CLI003766,62,admin.,married,university.degree,No,No,No
CLI003767,52,services,married,high.school,Desconocido,Desconocido,Desconocido
CLI003768,28,admin.,single,Desconocido,No,Sí,No
CLI003769,30,blue-collar,married,basic.9y,No,Desconocido,Desconocido
CLI003770,40,admin.,married,high.school,No,Sí,Sí
CLI003771,32,services,single,,Desconocido,No,No
CLI003772,29,admin.,single,high.school,No,No,No
CLI003773,44,admin.,married,university.degree,No,No,No
CLI003774,49,management,divorced,university.degree,No,Sí,
CLI003775,25,admin.,married,high.school,No,Sí,No
CLI003776,24,admin.,single,high.school,No,Sí,No
CLI003777,31,technician,married,university.degree,No,No,No
CLI003778,28,blue-collar,married,basic.9y,Desconocido,No,Sí
CLI003779,48,services,married,high.school,No,Sí,No
CLI003780,29,technician,single,university.degree,No,Sí,No
CLI003781,25,Desconocido,single,university.degree,No,Sí,No
CLI003782,27,services,single,high.school,No,Sí,No
CLI003783,34,admin.,married,university.degree,No,No,No
CLI003784,57,blue-collar,married,basic.4y,Desconocido,No,Sí
CLI003785,26,student,single,basic.9y,No,Sí,Sí
CLI003786,31,blue-collar,married,basic.6y,Desconocido,Desconocido,Desconocido
CLI003787,39,admin.,single,high.school,No,Sí,No
CLI003788,32,blue-collar,married,basic.9y,Desconocido,No,No
CLI003789,40,blue-collar,married,basic.9y,No,No,No
CLI003790,30,blue-collar,married,basic.9y,No,No,No
CLI003792,40,technician,married,professional.course,No,Sí,No
CLI003793,33,technician,married,professional.course,No,No,Sí
CLI003794,39,housemaid,married,basic.9y,No,No,No
CLI003795,56,blue-collar,married,basic.9y,No,Desconocido,Desconocido
CLI003796,55,admin.,single,high.school,No,Sí,No
CLI003797,48,services,married,high.school,No,No,
CLI003798,27,admin.,married,university.degree,No,Sí,Sí
CLI003799,47,management,married,university.degree,No,Sí,No
CLI003800,32,blue-collar,married,basic.9y,No,No,No
CLI003801,40,blue-collar,married,basic.4y,Desconocido,No,No
CLI003802,34,services,married,high.school,No,No,No
CLI003803,19,student,single,Desconocido,No,Sí,No
CLI003804,48,management,married,university.degree,Desconocido,No,No
CLI003805,51,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI003806,42,self-employed,married,high.school,Desconocido,Sí,No
CLI003807,47,blue-collar,married,basic.4y,Desconocido,No,No
CLI003808,36,services,married,basic.9y,No,Sí,No
CLI003809,42,blue-collar,married,basic.4y,Desconocido,No,Sí
CLI003810,34,admin.,married,basic.6y,No,Sí,No
CLI003811,46,admin.,single,university.degree,No,No,No
CLI003812,38,technician,single,university.degree,No,Sí,No
CLI003813,41,self-employed,married,university.degree,No,Sí,No
CLI003814,32,services,married,university.degree,No,No,No
CLI003815,31,blue-collar,single,high.school,No,Desconocido,Desconocido
CLI003817,42,admin.,married,high.school,No,No,No
CLI003818,29,admin.,single,university.degree,No,No,No
CLI003819,37,entrepreneur,single,university.degree,No,,No
CLI003820,56,housemaid,divorced,basic.4y,Desconocido,No,No
CLI003821,31,services,divorced,high.school,No,Sí,No
CLI003822,46,services,divorced,,Desconocido,Sí,No
CLI003823,48,technician,married,professional.course,No,Sí,Sí
CLI003824,38,self-employed,single,Desconocido,No,,No
CLI003825,47,admin.,divorced,university.degree,No,No,No
CLI003826,33,management,single,university.degree,No,No,No
CLI003827,32,services,married,basic.9y,No,No,No
CLI003828,31,blue-collar,single,high.school,No,Sí,No
CLI003829,29,technician,single,professional.course,Desconocido,Sí,Sí
CLI003830,49,admin.,married,,No,Sí,No
CLI003831,45,blue-collar,married,basic.6y,Desconocido,,No
CLI003832,35,services,married,high.school,Desconocido,No,No
CLI003833,65,retired,married,basic.4y,No,Sí,No
CLI003834,36,blue-collar,single,basic.9y,No,No,Sí
CLI003835,35,admin.,married,university.degree,No,Sí,No
CLI003836,28,blue-collar,married,basic.9y,No,Sí,No
CLI003837,42,technician,married,professional.course,No,Sí,No
CLI003838,33,admin.,married,university.degree,No,Sí,No
CLI003839,42,management,married,basic.6y,No,Sí,No
CLI003840,52,admin.,married,university.degree,No,Sí,
CLI003841,44,admin.,married,Desconocido,No,No,No
CLI003842,32,admin.,single,university.degree,No,No,No
CLI003843,62,admin.,married,high.school,No,No,No
CLI003844,38,admin.,single,university.degree,No,Sí,Sí
CLI003845,30,technician,married,professional.course,No,No,Sí
CLI003846,51,housemaid,married,basic.9y,No,No,No
CLI003847,56,services,divorced,high.school,Desconocido,No,No
CLI003848,34,blue-collar,married,basic.6y,Desconocido,No,No
CLI003849,33,admin.,married,university.degree,No,Sí,No
CLI003850,33,management,single,university.degree,No,No,Sí
CLI003851,48,admin.,divorced,university.degree,No,Sí,No
CLI003852,37,services,married,basic.6y,Desconocido,Sí,No
CLI003853,45,Desconocido,married,Desconocido,No,No,No
CLI003854,45,admin.,married,university.degree,No,No,No
CLI003855,32,admin.,single,university.degree,No,Sí,No
CLI003856,33,technician,married,professional.course,No,Sí,No
CLI003857,41,entrepreneur,divorced,Desconocido,No,Sí,No
CLI003858,25,blue-collar,single,basic.9y,No,No,Sí
CLI003859,43,admin.,divorced,university.degree,Desconocido,,No
CLI003860,34,blue-collar,married,basic.9y,No,Sí,No
CLI003861,28,services,married,high.school,No,No,
CLI003862,36,unemployed,married,basic.9y,Desconocido,Sí,Sí
CLI003863,51,management,divorced,university.degree,No,Sí,No
CLI003864,39,technician,married,university.degree,Desconocido,No,No
CLI003865,39,blue-collar,married,high.school,No,No,No
CLI003866,57,retired,married,basic.9y,Desconocido,Sí,No
CLI003867,49,admin.,married,high.school,No,No,No
CLI003868,34,management,single,university.degree,No,No,No
CLI003869,48,blue-collar,divorced,basic.4y,Desconocido,,No
CLI003870,37,unemployed,married,university.degree,No,Sí,No
CLI003871,32,services,married,high.school,No,No,No
CLI003872,35,technician,married,professional.course,No,Sí,No
CLI003873,47,services,married,basic.6y,No,No,No
CLI003874,30,admin.,married,university.degree,No,Sí,No
CLI003875,36,blue-collar,married,high.school,No,Sí,No
CLI003876,37,technician,married,high.school,Desconocido,Sí,No
CLI003877,56,management,married,university.degree,No,No,No
CLI003878,53,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI003879,37,admin.,divorced,university.degree,No,Sí,
CLI003880,56,technician,married,professional.course,No,No,No
CLI003881,36,technician,single,high.school,No,Sí,No
CLI003882,31,admin.,married,high.school,Desconocido,Sí,Sí
CLI003883,35,admin.,single,high.school,No,Sí,No
CLI003884,33,services,married,high.school,No,No,No
CLI003885,31,technician,divorced,university.degree,No,No,Sí
CLI003886,48,admin.,married,basic.9y,Desconocido,No,No
CLI003887,30,services,single,high.school,No,No,No
CLI003888,33,admin.,married,university.degree,No,Sí,No
CLI003889,39,housemaid,married,basic.4y,No,No,No
CLI003890,49,housemaid,single,high.school,Desconocido,Sí,Sí
CLI003891,52,technician,married,basic.9y,No,Sí,Sí
CLI003892,46,blue-collar,divorced,basic.6y,No,,Sí
CLI003893,38,technician,married,professional.course,No,No,No
CLI003894,55,retired,married,high.school,No,No,No
CLI003895,31,management,married,university.degree,No,Sí,Sí
CLI003896,23,technician,single,professional.course,No,Sí,No
CLI003897,25,admin.,single,basic.9y,No,Sí,No
CLI003898,33,technician,married,high.school,No,Sí,No
CLI003899,46,blue-collar,married,high.school,No,Sí,No
CLI003900,42,admin.,married,university.degree,No,No,No
CLI003901,36,admin.,married,high.school,Desconocido,Sí,No
CLI003902,32,blue-collar,married,basic.4y,Desconocido,No,No
CLI003903,48,admin.,married,professional.course,Desconocido,No,No
CLI003904,58,management,divorced,university.degree,No,No,No
CLI003905,26,student,single,basic.9y,No,Sí,No
CLI003906,34,admin.,married,university.degree,No,No,No
CLI003907,42,self-employed,married,basic.4y,Desconocido,Sí,No
CLI003908,37,unemployed,single,professional.course,No,No,No
CLI003909,27,blue-collar,married,basic.4y,No,Sí,No
CLI003910,30,blue-collar,married,basic.9y,No,No,No
CLI003911,32,admin.,married,high.school,No,Sí,No
CLI003912,39,technician,married,professional.course,No,Sí,No
CLI003913,27,services,single,university.degree,No,Desconocido,Desconocido
CLI003914,46,blue-collar,divorced,basic.9y,No,No,No
CLI003915,44,admin.,single,professional.course,No,No,No
CLI003916,51,services,divorced,Desconocido,Desconocido,Sí,No
CLI003917,45,services,married,high.school,No,Sí,No
CLI003918,36,admin.,divorced,university.degree,Desconocido,Sí,Sí
CLI003919,31,services,single,high.school,No,Sí,No
CLI003920,43,management,married,university.degree,No,Sí,Sí
CLI003921,36,admin.,divorced,university.degree,Desconocido,Sí,Sí
CLI003922,51,entrepreneur,married,basic.6y,Desconocido,Sí,No
CLI003923,25,student,single,high.school,No,Sí,Sí
CLI003924,43,admin.,married,university.degree,No,Sí,No
CLI003925,36,admin.,married,university.degree,Desconocido,Sí,Sí
CLI003926,34,services,single,high.school,No,Sí,No
CLI003927,56,services,divorced,high.school,Desconocido,Sí,No
CLI003928,25,admin.,single,high.school,No,Sí,No
CLI003929,24,technician,single,basic.6y,No,No,No
CLI003930,46,admin.,single,high.school,No,No,No
CLI003931,46,admin.,married,basic.9y,No,Sí,Sí
CLI003932,40,unemployed,married,university.degree,No,Sí,Sí
CLI003933,36,services,married,high.school,Desconocido,No,No
CLI003934,41,admin.,married,university.degree,No,Sí,No
CLI003935,29,admin.,married,basic.6y,No,Sí,No
CLI003936,48,self-employed,divorced,university.degree,No,No,No
CLI003937,50,blue-collar,married,Desconocido,Desconocido,No,No
CLI003938,48,blue-collar,married,professional.course,No,Sí,Sí
CLI003939,39,admin.,single,high.school,No,No,No
CLI003940,33,blue-collar,married,basic.9y,No,Sí,No
CLI003941,44,technician,married,professional.course,Desconocido,No,No
CLI003942,35,technician,married,Desconocido,Desconocido,Sí,No
CLI003943,34,admin.,married,university.degree,Desconocido,Sí,No
CLI003944,31,services,single,basic.9y,Desconocido,Sí,No
CLI003945,38,student,single,Desconocido,No,Sí,No
CLI003946,61,retired,married,high.school,No,Sí,No
CLI003947,42,self-employed,married,university.degree,Desconocido,Sí,No
CLI003948,43,technician,married,professional.course,No,No,No
CLI003949,39,services,single,high.school,No,Sí,No
CLI003950,35,student,single,university.degree,Desconocido,Sí,Sí
CLI003951,32,admin.,single,university.degree,No,No,No
CLI003952,29,admin.,single,university.degree,No,Sí,No
CLI003953,29,services,married,basic.9y,Desconocido,No,No
CLI003954,51,housemaid,married,basic.9y,No,Sí,No
CLI003955,49,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI003956,36,services,married,high.school,No,No,No
CLI003957,59,technician,married,professional.course,No,Sí,No
CLI003958,36,technician,married,high.school,No,,Sí
CLI003959,35,blue-collar,married,Desconocido,Desconocido,Sí,No
CLI003960,25,unemployed,married,university.degree,No,No,No
CLI003961,46,admin.,single,high.school,No,Sí,Sí
CLI003962,38,blue-collar,single,university.degree,Desconocido,No,No
CLI003963,56,entrepreneur,married,university.degree,No,No,No
CLI003964,34,admin.,married,high.school,No,Sí,Sí
CLI003965,29,admin.,single,university.degree,No,,No
CLI003966,42,blue-collar,married,basic.6y,Desconocido,No,No
CLI003967,36,blue-collar,single,basic.4y,No,Sí,No
CLI003968,31,technician,single,high.school,No,No,No
CLI003969,45,technician,single,professional.course,No,,No
CLI003970,58,retired,married,Desconocido,No,Desconocido,Desconocido
CLI003971,37,self-employed,single,basic.9y,No,Sí,No
CLI003972,35,blue-collar,married,high.school,No,No,No
CLI003973,32,admin.,married,university.degree,No,No,No
CLI003974,38,blue-collar,single,basic.4y,No,Sí,No
CLI003975,43,services,married,high.school,No,Sí,Sí
CLI003976,46,blue-collar,married,high.school,Desconocido,No,No
CLI003977,39,admin.,married,university.degree,Desconocido,Sí,No
CLI003978,45,admin.,single,university.degree,No,No,No
CLI003979,43,services,married,high.school,No,No,No
CLI003980,34,blue-collar,married,basic.6y,No,No,
CLI003981,47,admin.,married,high.school,Desconocido,Desconocido,Desconocido
CLI003982,29,technician,single,basic.9y,No,No,Sí
CLI003983,44,unemployed,divorced,basic.9y,No,No,No
CLI003984,56,blue-collar,divorced,basic.4y,No,Sí,No
CLI003985,32,blue-collar,single,high.school,No,No,Sí
CLI003986,29,services,married,professional.course,Desconocido,Sí,No
CLI003987,55,blue-collar,divorced,basic.9y,No,Sí,No
CLI003988,57,retired,married,professional.course,Desconocido,No,No
CLI003989,48,admin.,married,high.school,No,Sí,No
CLI003990,31,technician,married,high.school,Desconocido,No,No
CLI003991,37,services,married,high.school,Desconocido,No,No
CLI003992,37,technician,single,university.degree,No,No,No
CLI003993,47,technician,married,professional.course,No,Sí,No
CLI003994,46,housemaid,married,basic.4y,Desconocido,No,No
CLI003995,34,entrepreneur,single,basic.9y,No,No,No
CLI003996,33,admin.,married,high.school,No,No,No
CLI003997,48,unemployed,single,basic.9y,No,No,No
CLI003998,49,admin.,divorced,high.school,No,No,No
CLI003999,33,admin.,single,university.degree,No,Sí,No
CLI004000,31,technician,single,professional.course,No,Sí,No
CLI004001,39,admin.,married,professional.course,No,Sí,Sí
CLI004002,44,blue-collar,married,professional.course,No,Desconocido,Desconocido
CLI004003,42,blue-collar,married,basic.9y,No,Sí,No
CLI004004,42,blue-collar,divorced,basic.9y,No,No,No
CLI004005,37,admin.,married,university.degree,No,Sí,No
CLI004006,39,services,divorced,high.school,No,No,No
CLI004007,18,student,single,Desconocido,No,Sí,No
CLI004008,30,admin.,divorced,high.school,No,Sí,No
CLI004009,40,management,married,university.degree,No,Sí,No
CLI004010,40,admin.,married,university.degree,Desconocido,Sí,Sí
CLI004011,34,admin.,married,university.degree,No,No,No
CLI004012,48,blue-collar,married,basic.9y,No,No,No
CLI004013,35,admin.,married,university.degree,No,Sí,No
CLI004014,48,entrepreneur,married,basic.9y,Desconocido,Sí,No
CLI004015,29,services,married,high.school,No,Sí,No
CLI004016,23,blue-collar,single,basic.9y,No,Sí,No
CLI004017,28,admin.,single,university.degree,No,No,No
CLI004018,37,blue-collar,married,high.school,No,No,No
CLI004019,26,Desconocido,single,high.school,Desconocido,No,No
CLI004020,35,admin.,married,university.degree,Desconocido,Sí,No
CLI004021,43,blue-collar,married,basic.4y,Desconocido,No,
CLI004022,43,admin.,married,university.degree,No,Sí,No
CLI004023,52,blue-collar,married,basic.4y,No,Sí,No
CLI004024,32,technician,married,professional.course,No,Sí,No
CLI004025,40,admin.,married,university.degree,No,Sí,No
CLI004026,46,self-employed,married,basic.9y,Desconocido,No,Sí
CLI004027,55,technician,married,basic.6y,Desconocido,Sí,No
CLI004028,78,retired,divorced,basic.6y,No,No,No
CLI004029,41,unemployed,married,Desconocido,No,No,No
CLI004030,36,entrepreneur,married,university.degree,No,No,No
CLI004031,55,housemaid,married,basic.4y,Desconocido,Sí,No
CLI004032,33,blue-collar,married,basic.9y,No,No,Sí
CLI004033,34,blue-collar,married,basic.4y,No,Sí,No
CLI004034,54,unemployed,married,high.school,Desconocido,Sí,No
CLI004035,36,blue-collar,married,professional.course,Desconocido,Sí,No
CLI004036,58,self-employed,married,university.degree,No,Sí,No
CLI004037,58,admin.,married,basic.9y,Desconocido,No,No
CLI004038,27,admin.,single,university.degree,No,Sí,Sí
CLI004039,33,technician,single,basic.9y,No,No,No
CLI004040,51,technician,divorced,high.school,No,Sí,No
CLI004041,41,blue-collar,married,basic.4y,Desconocido,Sí,No
CLI004042,37,services,married,professional.course,Desconocido,No,No
CLI004043,43,admin.,married,high.school,No,Sí,No
CLI004044,29,management,single,university.degree,No,No,No
CLI004045,32,technician,single,university.degree,No,Sí,No
CLI004046,52,blue-collar,married,Desconocido,Desconocido,No,No
CLI004047,30,admin.,single,university.degree,No,Sí,Sí
CLI004048,29,admin.,single,university.degree,No,No,Sí
CLI004049,49,management,married,university.degree,No,Sí,No
CLI004050,33,admin.,married,university.degree,No,,No
CLI004051,49,self-employed,married,,No,No,No
CLI004052,33,blue-collar,married,basic.9y,No,No,No
CLI004053,40,blue-collar,married,basic.6y,Desconocido,Sí,No
CLI004054,33,blue-collar,married,basic.9y,No,Sí,No
CLI004055,29,unemployed,single,university.degree,No,Sí,No
CLI004056,36,blue-collar,married,basic.9y,No,Sí,Sí
CLI004057,37,unemployed,married,professional.course,No,No,No
CLI004058,28,management,single,university.degree,No,Sí,No
CLI004059,29,admin.,single,university.degree,No,No,No
CLI004060,43,technician,single,university.degree,No,No,Sí
CLI004061,34,technician,married,university.degree,No,No,No
CLI004062,21,services,single,high.school,No,No,No
CLI004063,32,management,married,high.school,No,Sí,Sí
CLI004064,32,management,married,university.degree,No,No,Sí
CLI004065,42,admin.,married,university.degree,No,Sí,No
CLI004066,36,admin.,married,university.degree,No,Sí,No
CLI004067,40,blue-collar,married,high.school,No,Sí,No
CLI004068,57,admin.,single,university.degree,Desconocido,Sí,Sí
CLI004069,36,technician,married,professional.course,No,Sí,No
CLI004070,42,blue-collar,married,,No,No,No
CLI004071,48,services,divorced,high.school,No,No,No
CLI004072,30,blue-collar,single,high.school,No,Sí,Sí
CLI004073,58,retired,married,professional.course,No,Sí,Sí
CLI004074,36,blue-collar,married,basic.9y,No,No,No
CLI004075,53,self-employed,married,university.degree,No,Sí,No
CLI004076,23,blue-collar,single,basic.4y,No,Sí,No
CLI004077,38,admin.,single,university.degree,No,No,No
CLI004078,36,blue-collar,single,basic.9y,Desconocido,No,No
CLI004079,45,blue-collar,married,basic.4y,No,No,No
CLI004080,25,technician,single,university.degree,No,No,No
CLI004081,48,technician,married,professional.course,No,Sí,No
CLI004082,27,self-employed,married,university.degree,No,Sí,No
CLI004083,31,admin.,single,high.school,No,Sí,No
CLI004084,37,technician,married,professional.course,No,No,No
CLI004085,25,self-employed,divorced,university.degree,No,Sí,No
CLI004086,50,management,married,university.degree,No,Sí,No
CLI004087,49,admin.,married,university.degree,No,Sí,Sí
