id_cliente,tipo_contacto,mes,dia_semana,contactos_campana,dias_desde_contacto_previo,contactos_previos,resultado_previo,variacion_empleo,indice_precios,confianza_consumidor,euribor_3m,numero_empleados,acepta_deposito
CLI004194,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI004195,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI004196,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI004197,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,No
CLI004198,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI004199,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.372,5099.1,Sí
CLI004200,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No
CLI004201,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI004202,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No
CLI004203,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,No
CLI004204,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI004205,telephone,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,No
CLI004206,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No
CLI004207,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No
CLI004208,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004209,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No
CLI004210,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,No
CLI004211,cellular,nov,thu,8,6,1,success,-0.1,93.2,-42.0,4.076,5195.8,No
CLI004212,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI004213,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI004214,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI004215,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI004216,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI004217,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,No
CLI004218,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Sí
CLI004219,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004220,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004221,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI004222,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,No
CLI004223,telephone,may,wed,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI004224,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI004225,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No
CLI004226,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI004227,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004228,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI004229,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI004230,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004231,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,No
CLI004232,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004233,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,No
CLI004234,cellular,sep,thu,1,999,0,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,Sí
CLI004235,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,No
CLI004236,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,No
CLI004237,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,No
CLI004238,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,Sí
CLI004239,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI004240,cellular,sep,fri,2,6,2,success,-1.1,94.199,-37.5,0.883,4963.6,Sí
CLI004241,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,No
CLI004242,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,No
CLI004243,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI004244,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI004245,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI004246,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,No
CLI004247,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,No
CLI004248,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI004249,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI004250,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI004251,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI004252,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004253,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,Sí
CLI004254,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI004255,cellular,apr,thu,4,999,2,failure,-1.8,93.749,-34.6,0.644,5008.7,No
CLI004256,cellular,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,Sí
CLI004257,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,No
CLI004258,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,No
CLI004259,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI004260,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI004261,cellular,aug,tue,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI004262,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI004263,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,No
CLI004264,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,No
CLI004265,telephone,may,thu,1,999,0,nonexistent,-1.8,93.876,-40.0,0.699,5008.7,No
CLI004266,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sí
CLI004267,cellular,mar,mon,1,999,2,failure,-1.8,93.369,-34.8,0.635,5008.7,No
CLI004268,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,No
CLI004269,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,No
CLI004270,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,No
CLI004271,telephone,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,No
CLI004272,cellular,mar,mon,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,No
CLI004273,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
CLI004274,cellular,aug,wed,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,No
CLI004275,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No
CLI004276,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004277,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004278,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,No
CLI004279,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI004280,telephone,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI004281,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,No
CLI004282,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,No
CLI004283,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,No
CLI004284,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI004285,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No
CLI004286,cellular,aug,tue,1,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,No
CLI004287,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,No
CLI004288,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,No
CLI004289,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004290,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,Sí
CLI004291,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI004292,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI004293,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,No
CLI004294,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI004295,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,No
CLI004296,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004297,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,Sí
CLI004298,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI004299,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,No
CLI004300,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No
CLI004301,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004302,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI004303,telephone,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Sí
CLI004304,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004305,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,No
CLI004306,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004307,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004308,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004309,telephone,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,No
CLI004310,cellular,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,No
CLI004311,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Sí
CLI004312,cellular,sep,tue,2,3,1,success,-1.1,94.199,-37.5,0.877,4963.6,No
CLI004313,cellular,may,fri,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,No
CLI004314,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004315,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,No
CLI004316,telephone,nov,mon,4,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,No
CLI004317,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI004318,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004319,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004320,cellular,may,wed,7,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,No
CLI004321,telephone,jun,wed,29,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,No
CLI004322,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,No
CLI004323,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI004324,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004325,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,Sí
CLI004326,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004327,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,No
CLI004328,telephone,may,tue,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI004329,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,No
CLI004330,telephone,jul,wed,1,9,1,success,-1.7,94.215,-40.3,0.802,4991.6,Sí
CLI004331,cellular,jul,wed,3,999,1,failure,-1.7,94.215,-40.3,0.84,4991.6,No
CLI004332,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,No
CLI004333,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI004334,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI004335,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI004336,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI004337,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,No
CLI004338,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI004339,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004340,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI004341,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,No
CLI004342,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI004343,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI004344,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI004345,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,No
CLI004346,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI004347,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,Sí
CLI004348,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,No
CLI004349,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI004350,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,No
CLI004351,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI004352,cellular,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI004353,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI004354,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004355,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No
CLI004356,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI004357,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI004358,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004359,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,No
CLI004360,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004361,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,No
CLI004362,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI004363,telephone,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004364,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,No
CLI004365,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004366,cellular,nov,tue,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,No
CLI004367,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004368,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004369,cellular,may,mon,6,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,Sí
CLI004370,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,No
CLI004371,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,No
CLI004372,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI004373,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,No
CLI004374,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI004375,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI004376,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI004377,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004378,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,No
CLI004379,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI004380,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,No
CLI004381,telephone,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,No
CLI004382,cellular,sep,fri,2,9,1,success,-1.1,94.199,-37.5,0.883,4963.6,Sí
CLI004383,telephone,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No
CLI004384,cellular,mar,tue,1,9,2,failure,-1.8,93.369,-34.8,0.646,5008.7,No
CLI004385,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI004386,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004387,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI004388,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI004389,cellular,nov,wed,1,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,No
CLI004390,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,Sí
CLI004391,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004392,telephone,may,thu,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI004393,telephone,jun,fri,8,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI004394,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,No
CLI004395,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,No
CLI004396,cellular,jul,tue,11,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI004397,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI004398,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004399,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,No
CLI004400,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,No
CLI004401,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004402,telephone,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI004403,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004404,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,No
CLI004405,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,No
CLI004406,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004407,cellular,mar,tue,2,999,1,failure,-1.8,93.369,-34.8,0.655,5008.7,Sí
CLI004408,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,Sí
CLI004409,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,Sí
CLI004410,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004411,telephone,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,Sí
CLI004412,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,No
CLI004413,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,No
CLI004414,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,No
CLI004415,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,No
CLI004416,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,No
CLI004417,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004418,telephone,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,No
CLI004419,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI004420,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,No
CLI004421,cellular,oct,thu,4,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,No
CLI004422,cellular,aug,thu,15,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,No
CLI004423,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,No
CLI004424,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,No
CLI004425,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,No
CLI004426,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,No
CLI004427,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,No
CLI004428,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,No
CLI004429,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI004430,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI004431,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.392,5099.1,No
CLI004432,cellular,mar,thu,1,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,Sí
CLI004433,telephone,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004434,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,Sí
CLI004435,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,No
CLI004436,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,Sí
CLI004437,telephone,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,No
CLI004438,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,No
CLI004439,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,No
CLI004440,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004441,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004442,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004443,telephone,may,wed,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No
CLI004444,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,No
CLI004445,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,No
CLI004446,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,No
CLI004447,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,No
CLI004448,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Sí
CLI004449,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,No
CLI004451,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
CLI004452,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,No
CLI004453,telephone,jul,thu,27,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,No
CLI004454,cellular,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,No
CLI004455,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,No
CLI004456,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,No
CLI004457,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,No
CLI004458,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI004459,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,No
CLI004460,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,No
CLI004461,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,No
